Assembly Accession	Organism Name	Organism Infraspecific Names Strain	Assembly Stats Total Sequence Length	Assembly Stats Contig N50	Assembly Stats Contig L50	Assembly Stats GC Count	Assembly Stats GC Percent	CheckM contamination
GCA_040296365.1	Streptomyces mirabilis	NPDC002202	11465714	135790	26	8061864	70.5	1.99
GCA_040296805.1	Streptomyces mirabilis	NPDC002021	11511090	137490	28	8092861	70.5	1.89
GCA_040296985.1	Streptomyces mirabilis	NPDC001918	11980036	222083	20	8407072	70	1.7
GCA_040298745.1	Streptomyces mirabilis	NPDC001349	13125935	51987	67	9193392	70	2.78
GCA_040605535.1	Streptomyces mirabilis	NPDC005560	11994278	76187	42	8396818	70	2.21
GCA_040606615.1	Streptomyces mirabilis	NPDC005394	12061623	80072	44	8465234	70	1.61
GCA_040606895.1	Streptomyces mirabilis	NPDC005358	11081807	107275	32	7778402	70	2.11
GCA_040607095.1	Streptomyces mirabilis	NPDC005330	11936358	155829	23	8377387	70	2.59
GCA_040610255.1	Streptomyces mirabilis	NPDC004235	11537334	133798	28	8109477	70.5	1.52
GCA_040629095.1	Streptomyces mirabilis	NPDC005980	11934887	128542	24	8372004	70	1.61
GCA_040629725.1	Streptomyces mirabilis	NPDC005887	11454085	150831	23	8034983	70	1.7
GCA_040630675.1	Streptomyces mirabilis	NPDC005755	12306984	37052	99	8635131	70	1.7
GCA_040631245.1	Streptomyces mirabilis	NPDC005663	12059828	43436	87	8463823	70	2.59
GCA_040634505.1	Streptomyces mirabilis	NPDC007098	12360866	82793	44	8675361	70	1.89
GCA_040641935.1	Streptomyces mirabilis	NPDC020509	11536412	117589	33	8115087	70.5	1.89
GCA_040651215.1	Streptomyces mirabilis	NPDC048539	11299737	161752	21	7938390	70.5	1.89
GCA_040652675.1	Streptomyces mirabilis	NPDC048207	11903148	185192	20	8339942	70	2.15
GCA_040675095.1	Streptomyces mirabilis	NPDC049657	11566807	53581	63	8118412	70	1.58
GCA_041435415.1	Streptomyces mirabilis	NBC_01248	12827510	11781953	1	8983730	70	2.84
GCA_900112965.1	Streptomyces mirabilis	OK461	11555299	299327	14	8105392	70	4
GCA_007896895.1	Streptomyces misionensis	66	8312220	27469	92	5952141	72.5	0.66
GCA_040609535.1	Streptomyces misionensis	NPDC004656	8098542	293187	8	5856747	72.5	0.19
GCA_040609615.1	Streptomyces misionensis	NPDC004638	8291369	175543	18	5994020	72.5	0.57
GCA_040610955.1	Streptomyces misionensis	NPDC003252	8091757	209166	11	5850366	72.5	0.57
GCA_040633385.1	Streptomyces misionensis	NPDC012998	8166434	373948	8	5908817	72.5	0.95
GCA_040633395.1	Streptomyces misionensis	NPDC013083	8158702	246989	13	5896217	72.5	0.57
GCA_040633425.1	Streptomyces misionensis	NPDC013080	8656387	189767	16	6240526	72	1.42
GCA_040683885.1	Streptomyces misionensis	NPDC093159	8371101	283905	10	6052436	72.5	0.19
GCA_900104815.1	Streptomyces misionensis	DSM 40306	8473721	8162950	1	6133081	72.5	1.19
GCA_009208535.1	Streptomyces mobaraensis	US-43	7890187	164101	15	5769183	73	2.45
GCA_020099395.1	Streptomyces mobaraensis	DSM 40587	7668063	7638929	1	5601954	73	1.5
GCA_022759525.1	Streptomyces mobaraensis	DSM 40587	7656898	7633041	1	5594423	73	1.5
GCA_040296645.1	Streptomyces mobaraensis	NPDC002066	7830266	41249	57	5721101	73	2.76
GCA_040641335.1	Streptomyces mobaraensis	NPDC021055	7427322	112237	19	5444536	73.5	2.07
GCA_000342125.1	Streptomyces mobaraensis NBRC 13819 = DSM 40847	DSM 40847	7477811	47194	48	5478972	73.5	2.07
GCA_017916255.1	Streptomyces mobaraensis NBRC 13819 = DSM 40847	DSM 40847	7574085	7574085	1	5542258	73	2.07
GCA_001866665.1	Streptomyces monashensis	MUSC 1	10254857	159229	23	7332721	71.5	1.37
GCA_040651335.1	Streptomyces monashensis	NPDC048492	10583074	202405	17	7541963	71.5	2.37
GCA_000715845.1	Streptomyces monomycini	NRRL B-24309	9111622	37182	75	6470503	72	2.15
GCA_022271435.1	Streptomyces monomycini	NRRL B-24309	9268133	157150	15	6672368	72	2.53
GCA_017813245.1	Streptomyces montanisoli	MMS17-BM035	7239900	35783	61	5221763	72	1.23
GCA_005786655.1	Streptomyces montanus	NEAU-C151	10225480	100551	31	7143925	70	2.02
GCA_039521245.1	Streptomyces mordarskii	JCM 5052	10434081	319569	11	7404108	71	2.11
GCA_013030945.1	Streptomyces morookaense	DSM 40503	7469426	127665	21	5352700	71.5	1.12
GCA_014656115.1	Streptomyces morookaense	JCM 4793	7418596	265062	7	5326522	72	1.12
GCA_040646875.1	Streptomyces morookaense	NPDC045002	7666948	73633	32	5493461	71.5	1.4
GCA_021474425.1	Streptomyces muensis	DSM 103493	9891217	31546	89	6992451	70.5	0.57
GCA_002154555.1	Streptomyces murinus	NRRL B-2286	7954566	14168	173	5702153	71.5	1.83
GCA_014138855.1	Streptomyces murinus	DSM 41827	8564214	8355369	1	6143679	71.5	0.98
GCA_014138905.1	Streptomyces murinus	DSM 40710	8526119	8181260	1	6113123	71.5	0.6
GCA_016467295.1	Streptomyces murinus	Am1	8539264	8539264	1	6131692	72	1.36
GCA_024505305.1	Streptomyces murinus	THV12	8363247	305657	10	6004394	72	0.6
GCA_025231465.1	Streptomyces murinus	CR-43	8349858	8349858	1	5994040	72	0.98
GCA_028753175.1	Streptomyces murinus	JS029	8559200	4545191	1	6131387	71.5	1.42
GCA_034424055.1	Streptomyces murinus	STR-1	8428700	8428700	1	6053975	72	0.98
GCA_035954955.1	Streptomyces murinus	NBC_01332	8550177	8550177	1	6133155	71.5	0.98
GCA_036346815.1	Streptomyces murinus	NBC_00520	8509353	8509353	1	6108385	72	1.36
GCA_039525745.1	Streptomyces murinus	JCM 11306	8535533	178453	14	6124986	72	0.6
GCA_040636415.1	Streptomyces murinus	NPDC038380	8218196	127754	23	5906620	72	1.36
GCA_040636805.1	Streptomyces murinus	NPDC034471	8453950	135548	22	6074211	72	3.82
GCA_016741855.1	Streptomyces musisoli	CH5-8	9364856	398829	7	6749571	72	1.54
GCA_000739045.1	Streptomyces mutabilis	TRM 45540	7829169	2626853	2	5607920	71.5	1.1
GCA_014649815.1	Streptomyces mutabilis	JCM 4400	7759821	306986	7	5488740	70.5	0.55
GCA_027570385.1	Streptomyces mutabilis	TRM76172	8302445	53485	51	5961620	72	0.43
GCA_040612715.1	Streptomyces mutabilis	NPDC006342	8377543	272954	12	6035769	72	0.13
GCA_040679915.1	Streptomyces mutabilis	NPDC052167	7932957	444782	7	5722851	72	0.05
GCA_041028165.1	Streptomyces mutabilis	PU_KB6-10	7978954	301087	9	5744414	72	
GCA_001700505.1	Streptomyces mutomycini	NRRL B-65393	7070041	35885	56	4992463	70.5	0.38
GCA_040641655.1	Streptomyces mutomycini	NPDC020754	7316408	237570	11	5159262	70.5	
GCA_001315425.1	Streptomyces naganishii JCM 4654	JCM 4654	3844716	1367	833	2668082	69.5	
GCA_014650575.1	Streptomyces naganishii JCM 4654	JCM 4654	7809671	346038	8	5670561	72.5	1.52
GCA_001751255.1	Streptomyces nanshensis	SCSIO 10429	7724355	17296	133	5520063	71.5	1.49
GCA_001751305.1	Streptomyces nanshensis	SCSIO M10372	10271613	32444	84	7037878	72	7.12
GCA_020400595.2	Streptomyces naphthomycinicus	TML10	10153862	944316	4	7346595	72.5	1.33
GCA_014649015.1	Streptomyces narbonensis	JCM 4147	7730059	388913	8	5518908	71.5	1.95
GCA_040636855.1	Streptomyces narbonensis	NPDC033559	8528912	168881	16	6136125	72	1.18
GCA_040637235.1	Streptomyces narbonensis	NPDC030523	8429106	342644	10	6064987	72	0.43
GCA_040646415.1	Streptomyces narbonensis	NPDC045974	8769570	215419	13	6317210	72	0.8
GCA_040647135.1	Streptomyces narbonensis	NPDC044290	8760854	269105	11	6310774	72	0.8
GCA_000935125.1	Streptomyces natalensis ATCC 27448	ATCC 27448	8651730	375892	7	6111134	70.5	1.14
GCA_014203545.1	Streptomyces netropsis	CECT 3265	8041454	347224	7	5751023	71.5	0.8
GCA_014648835.1	Streptomyces netropsis	JCM 4063	7728815	87257	27	5526309	71.5	1.18
GCA_037414505.1	Streptomyces netropsis	M-141	8144008	8144008	1	5815281	71.5	0.99
GCA_001418645.1	Streptomyces neyagawaensis	NRRL B-3092	9132025	10011	261	6492206	71	3.27
GCA_023516595.1	Streptomyces neyagawaensis	JCM 4796	10065858	152317	20	7184345	71.5	3.08
GCA_028863365.1	Streptomyces neyagawaensis	JCM 4796	9979945	339391	11	7124931	71.5	2.7
GCA_040645175.1	Streptomyces neyagawaensis	NPDC046851	9474949	30203	91	6775906	71.5	1.89
GCA_000718305.1	Streptomyces niger	NRRL B-3857	8485418	381655	8	6084949	71.5	2.46
GCA_003074055.1	Streptomyces nigra	452	7641029	7641029	1	5494840	72	0.19
GCA_037413555.1	Streptomyces nigra	LM01	7691053	7668262	1	5533276	72	0.32
GCA_040682885.1	Streptomyces nigra	NPDC051082	7599258	456738	7	5470597	72	0.32
GCA_040684395.1	Streptomyces nigra	NPDC091221	7687951	26404	87	5526012	72	0.75
GCA_040686235.1	Streptomyces nigra	NPDC085993	7773473	358140	8	5591361	72	0.37
GCA_040704515.1	Streptomyces nigra	NPDC047003	8339567	257923	11	5966562	71.5	0.39
GCA_024349765.1	Streptomyces nigrescens	HEK616	9326742	8253039	1	6683114	71.5	2.9
GCA_027626975.1	Streptomyces nigrescens	DSM 40276	9534571	9513687	1	6754946	71	1.89
GCA_018883605.1	Streptomyces niphimycinicus	4503	10915148	17460	167	7748916	71	2.78
GCA_008704555.1	Streptomyces nitrosporeus	ATCC 12769	7581562	7581562	1	5471783	72	0.41
GCA_014650375.1	Streptomyces nitrosporeus	JCM 4598	7850800	272740	8	5661621	72	0.83
GCA_040296545.1	Streptomyces nitrosporeus	NPDC002108	7571377	170128	13	5470676	72.5	0.35
GCA_001419795.1	Streptomyces niveiscabiei	NRRL B-24457	9549495	10112	277	6791894	71	1.07
GCA_033794345.1	Streptomyces niveiscabiei	MD20-5-1	9888126	189010	15	7078381	71.5	0.88
GCA_014649135.1	Streptomyces niveoruber	JCM 4234	7843370	258564	9	5751109	73.5	0.51
GCA_001723055.1	Streptomyces niveus	NRRL 2466	8275588	24371	87	5858084	71	0.88
GCA_001723075.1	Streptomyces niveus	NRRL 2449	8139255	11597	197	5747746	70.5	0.98
GCA_002009175.1	Streptomyces niveus	SCSIO 3406	7990492	7990492	1	5630180	70.5	0.76
GCA_036227585.1	Streptomyces niveus	NBC_01447	8548654	8500400	1	6043404	70.5	0.88
GCA_036229765.1	Streptomyces niveus	NBC_01432	8756431	8756431	1	6185202	70.5	0.88
GCA_040614295.1	Streptomyces niveus	NPDC006009	7976398	304544	9	5648989	71	1.52
GCA_040628995.1	Streptomyces niveus	NPDC005993	8073560	215813	11	5704682	70.5	0.76
GCA_040629215.1	Streptomyces niveus	NPDC005965	8368294	65979	42	5896703	70.5	0.76
GCA_040653515.1	Streptomyces niveus	NPDC047901	8514077	86007	29	6036786	71	1.38
GCA_040677425.1	Streptomyces niveus	NPDC055604	8784258	180995	15	6218373	71	1.14
GCA_040687355.1	Streptomyces niveus	NPDC057925	8592250	153930	16	6079536	71	0.98
GCA_040687375.1	Streptomyces niveus	NPDC057928	8867306	338917	9	6276975	71	1.14
GCA_040687475.1	Streptomyces niveus	NPDC057751	8277073	195201	13	5878097	71	0.88
GCA_040687495.1	Streptomyces niveus	NPDC056939	8654096	440188	8	6121982	70.5	0.76
GCA_040687515.1	Streptomyces niveus	NPDC056863	9001843	360154	10	6365390	70.5	0.93
GCA_040687535.1	Streptomyces niveus	NPDC057448	8832847	114148	25	6238749	70.5	0.88
GCA_040687555.1	Streptomyces niveus	NPDC056901	8474884	9521	242	5984535	70.5	2.03
GCA_040687615.1	Streptomyces niveus	NPDC056522	9054164	320815	9	6399183	70.5	0.76
GCA_040687695.1	Streptomyces niveus	NPDC056235	8241126	30379	83	5847010	71	1.26
GCA_040702005.1	Streptomyces niveus	NPDC088179	8349526	201639	13	5924132	71	1.26
GCA_000497425.1	Streptomyces niveus NCIMB 11891	NCIMB 11891	8726876	59041	46	6059681	70.5	0.88
GCA_000819545.1	Streptomyces nodosus	ATCC 14899	7714110	110805	17	5461596	71	2.4
GCA_008704995.1	Streptomyces nodosus	ATCC 14899	7772587	7772587	1	5509108	71	3.16
GCA_014205035.1	Streptomyces nodosus	DSM 40109	7791312	7683536	1	5521964	71	3.16
GCA_017352335.1	Streptomyces nodosus	ZJB2016050	7621081	7621081	1	5404784	71	3.16
GCA_040647655.1	Streptomyces nodosus	NPDC039450	7736331	210419	11	5484581	71	3.16
GCA_040704535.1	Streptomyces nodosus	NPDC047001	8036876	148692	18	5695297	71	2.9
GCA_039532885.1	Streptomyces nogalater	JCM 4799	8448139	179688	16	6109418	72.5	1.77
GCA_014648615.1	Streptomyces nojiriensis	JCM 3382	8994303	340844	9	6464287	72	0.99
GCA_016755855.1	Streptomyces nojiriensis	NBRC 13794	9047340	5889280	1	6512414	72	1.61
GCA_017639205.1	Streptomyces nojiriensis	JCM 3382	9022916	9022916	1	6494256	72	0.99
GCA_036013835.1	Streptomyces nojiriensis	NBC_00471	10131194	9844630	1	7266072	71.5	2.59
GCA_040678695.1	Streptomyces nondiastaticus	NPDC052563	8119840	253642	12	5898037	72.5	1.63
GCA_000695235.1	Streptomyces noursei	NK660	9372401	9360281	1	6778019	72.5	1.8
GCA_000935185.3	Streptomyces noursei	CK-15	9336218	9336218	1	6754717	72.5	1.99
GCA_001646665.1	Streptomyces noursei	B-3066	7642040	168906	17	5590510	73	1.39
GCA_002891315.1	Streptomyces noursei	JCM 4701	10123402	834997	4	7209325	71.5	2.29
GCA_003851665.1	Streptomyces noursei	NBRC 14147	9614154	5440599	1	6942146	72	1.42
GCA_014650635.1	Streptomyces noursei	JCM 4718	10266931	214837	14	7336647	71.5	1.65
GCA_016917755.1	Streptomyces noursei	A-2-1	9857535	9857535	1	7070418	71.5	2.29
GCA_021366495.1	Streptomyces noursei	DS30.6	8863720	183934	13	6440707	72.5	1.61
GCA_025163575.1	Streptomyces noursei	IFO14147	9296088	9223378	1	6712135	72	1.33
GCA_026913105.1	Streptomyces noursei	ATCC 31713	8794282	70928	38	6339150	72	1.33
GCA_026913165.1	Streptomyces noursei	ATCC 12757	10516903	10059690	1	7502411	71.5	1.65
GCA_029167025.1	Streptomyces noursei	C27	9627936	9627936	1	6956185	72.5	1.99
GCA_037996685.1	Streptomyces noursei	D337-11	9909300	148260	21	7104514	71.5	2.48
GCA_040303185.1	Streptomyces noursei	NPDC096078	8669869	157499	19	6302686	72.5	1.33
GCA_040633645.1	Streptomyces noursei	NPDC012681	9319585	179106	13	6741587	72.5	1.42
GCA_040641475.1	Streptomyces noursei	NPDC020827	9344297	114407	22	6701035	71.5	2.29
GCA_040701685.1	Streptomyces noursei	NPDC093242	9047643	158470	16	6531296	72	1.33
GCA_001704275.1	Streptomyces noursei ATCC 11455	ATCC 11455	9815884	9815884	1	7013746	71.5	1.91
GCA_000403765.2	Streptomyces noursei CCRC 11814	CCRC 11814	9304371	75627	38	6722376	72	1.04
GCA_000504065.2	Streptomyces noursei PD-1	PD-1	9427044	67182	38	6815560	72.5	1.42
GCA_000716875.1	Streptomyces novaecaesareae	NRRL B-1267	7427993	73927	35	5421007	73	2.11
GCA_014203895.1	Streptomyces nymphaeiformis	SFB5A	9225538	575570	6	6650394	72	2.31
GCA_001751245.1	Streptomyces oceani	SCSIO 02100	6311054	63348	25	4406169	70.5	0.95
GCA_000720485.1	Streptomyces ochraceiscleroticus	NRRL ISP-5594	8408570	211967	13	6000776	71.5	2.34
GCA_000981895.1	Streptomyces odonnellii	NRRL B-24891	8280224	23420	104	5828443	70.5	0.51
GCA_013363465.1	Streptomyces odorifer	KAI-180	6818716	182282	11	5007590	73.5	
GCA_040632235.1	Streptomyces olindensis	NPDC019583	9334783	92207	32	6692441	71.5	0.38
GCA_040645895.1	Streptomyces olindensis	NPDC046612	9166254	97001	31	6603923	72	
GCA_039521225.1	Streptomyces olivaceiscleroticus	JCM 4805	8793594	243970	11	6293986	71.5	3.03
GCA_014650115.1	Streptomyces olivaceoviridis	JCM 4499	9763431	278653	11	7037380	72	1.33
GCA_040299305.1	Streptomyces olivaceoviridis	NPDC000926	9865239	186427	17	7102649	72	2.24
GCA_040610165.1	Streptomyces olivaceoviridis	NPDC004375	10471737	244095	14	7533548	72	3.56
GCA_040647195.1	Streptomyces olivaceoviridis	NPDC043298	10599711	178951	16	7632240	72	2.18
GCA_000721235.1	Streptomyces olivaceus	NRRL B-3009	8584392	199385	14	6216427	72.5	
GCA_001767375.1	Streptomyces olivaceus	KLBMP 5084	8180260	8180260	1	5922959	72.5	
GCA_015244315.1	Streptomyces olivaceus	SCSIO T05	8458055	8458055	1	6132680	72.5	
GCA_015645455.1	Streptomyces olivaceus	NRRL B-3009	8202658	184031	16	5955359	72.5	
GCA_020092025.1	Streptomyces olivaceus	FXJ8.101	8419233	355376	8	6096048	72.5	0.57
GCA_020092035.1	Streptomyces olivaceus	FXJ7-4	8294469	352039	8	6011898	72.5	0.38
GCA_020092045.1	Streptomyces olivaceus	FXJ8.063	8159146	326506	9	5916030	72.5	
GCA_020092085.1	Streptomyces olivaceus	FXJ8.012	8369361	424850	6	6060356	72.5	0.19
GCA_020092095.1	Streptomyces olivaceus	FXJ8.006	8263139	313388	10	5989322	72.5	0.38
GCA_020092125.1	Streptomyces olivaceus	FXJ7.023	8263299	254377	10	5989414	72.5	0.38
GCA_020092145.1	Streptomyces olivaceus	FXJ6.020	8335124	320192	8	6042069	72.5	2.27
GCA_020092165.1	Streptomyces olivaceus	FXJ7.105	8249263	352836	9	5982004	72.5	
GCA_020092175.1	Streptomyces olivaceus	FXJ6.027	8264941	320298	8	5990368	72.5	0.38
GCA_020092205.1	Streptomyces olivaceus	FXJ7.129	8271341	272621	10	5995048	72.5	0.38
GCA_020092225.1	Streptomyces olivaceus	KLBMP 1036	8364021	292353	9	6057024	72.5	
GCA_020092245.1	Streptomyces olivaceus	xian7	8105251	437192	7	5877423	72.5	
GCA_020092255.1	Streptomyces olivaceus	MM1-7	8368001	424850	7	6059113	72.5	0.19
GCA_020092265.1	Streptomyces olivaceus	xian20	8124894	391164	7	5895798	72.5	
GCA_020092305.1	Streptomyces olivaceus	CGMCC 4.1369	8599360	405348	7	6227352	72.5	
GCA_020092325.1	Streptomyces olivaceus	MM5-2	8159244	352835	9	5916135	72.5	
GCA_020092345.1	Streptomyces olivaceus	MM1-13	8419497	357003	7	6096284	72.5	0.57
GCA_020092355.1	Streptomyces olivaceus	FXJ3.001	8261147	272643	10	5987926	72.5	0.38
GCA_020092365.1	Streptomyces olivaceus	TRM81-6	8662703	337880	8	6275432	72.5	
GCA_020092375.1	Streptomyces olivaceus	FXJ2.420	8330727	396789	9	6041186	72.5	
GCA_020092425.1	Streptomyces olivaceus	FXJ2.418	8246890	290635	8	5978078	72.5	
GCA_020092445.1	Streptomyces olivaceus	FXJ2.411	8332562	343431	9	6038312	72.5	0.19
GCA_020092465.1	Streptomyces olivaceus	FXJ2.410	8372847	343607	10	6068046	72.5	2.46
GCA_020092485.1	Streptomyces olivaceus	FXJ2.409	8372677	344713	7	6062493	72.5	0.19
GCA_020092505.1	Streptomyces olivaceus	FXJ2.417	8278546	295693	9	6001612	72.5	
GCA_020092525.1	Streptomyces olivaceus	FXJ1.268	8261676	377601	8	5988046	72.5	0.38
GCA_020092545.1	Streptomyces olivaceus	FXJ1.066	8263333	272643	9	5989510	72.5	0.38
GCA_020092565.1	Streptomyces olivaceus	CR27	8545771	447150	7	6205588	72.5	
GCA_020092585.1	Streptomyces olivaceus	FXJ1.045	8263321	352379	9	5989221	72.5	0.38
GCA_020092605.1	Streptomyces olivaceus	CR24	8541950	362295	9	6188598	72.5	0.32
GCA_020092625.1	Streptomyces olivaceus	CR22	8259158	388264	8	5989695	72.5	
GCA_020092645.1	Streptomyces olivaceus	CR8	8309658	623166	5	6025463	72.5	
GCA_020092665.1	Streptomyces olivaceus	CR18	8252683	274188	10	5985312	72.5	
GCA_020092675.1	Streptomyces olivaceus	CR2	8254898	370611	8	5985513	72.5	0.19
GCA_020092695.1	Streptomyces olivaceus	CR12	8257488	396632	8	5987343	72.5	0.19
GCA_020092725.1	Streptomyces olivaceus	CR3	8388621	552387	5	6086084	72.5	0.19
GCA_027925645.1	Streptomyces olivaceus	DC10-5	8657427	3178121	2	6274485	72.5	0.83
GCA_027925665.1	Streptomyces olivaceus	N11-26	8442210	3147940	2	6116135	72.5	0.76
GCA_029542005.1	Streptomyces olivaceus	B-81	8683276	8255514	1	6277551	72.5	
GCA_040300405.1	Streptomyces olivaceus	NPDC000398	8377249	92120	30	6074895	72.5	
GCA_040610795.1	Streptomyces olivaceus	NPDC003520	8334721	128832	21	6051842	72.5	
GCA_040614485.1	Streptomyces olivaceus	NPDC005975	7759926	99155	28	5608179	72.5	
GCA_040629105.1	Streptomyces olivaceus	NPDC005976	7758234	86436	27	5606968	72.5	
GCA_040638095.1	Streptomyces olivaceus	NPDC026684	7785691	345316	7	5647578	72.5	
GCA_040703955.1	Streptomyces olivaceus	NPDC029509	8371110	200482	14	6072555	72.5	
GCA_001514115.1	Streptomyces olivochromogenes	DSM 40451	11669312	283179	15	8166532	70	2.27
GCA_002335465.1	Streptomyces olivochromogenes	NBRC 3561	11639641	304660	11	8173634	70	2.27
GCA_021538895.1	Streptomyces olivochromogenes	A53	10248371	70511	45	7277252	71	1
GCA_030490905.1	Streptomyces olivoreticuli	ZZ-21	8307379	8245823	1	5917273	71	2.86
GCA_014203555.1	Streptomyces olivoverticillatus	CECT 3266	5549028	482324	5	3974092	71.5	0.9
GCA_039535705.1	Streptomyces olivoverticillatus	JCM 4100	7382570	6363160	1	5264005	71.5	0.38
GCA_014650895.1	Streptomyces omiyaensis	JCM 4806	8566167	236711	11	6327692	74	1.6
GCA_003121295.1	Streptomyces orinoci	NRRL B-3379	7502208	434919	3	5310498	71	1.5
GCA_040679255.1	Streptomyces orinoci	NPDC052347	7376367	184457	13	5229109	71	1.25
GCA_026341275.1	Streptomyces ortus	A15ISP2-DRY2	9292701	5227178	1	6581285	71	0.76
GCA_017676365.1	Streptomyces oryzae	S16-07	7708393	31324	78	5471139	71	1.04
GCA_039538545.1	Streptomyces osmaniensis	JCM 17656	10354507	494475	8	7316655	70.5	0.62
GCA_001418475.1	Streptomyces ossamyceticus	NRRL B-3822	9298634	16273	172	6615802	71	1.52
GCA_040612295.1	Streptomyces ossamyceticus	NPDC006434	10053797	116374	31	7184307	71.5	1.33
GCA_040676235.1	Streptomyces ossamyceticus	LMF1-1-1.1	10468127	509957	6	7473275	71.5	1.14
GCA_004305975.1	Streptomyces otsuchiensis	OTB305	6150387	18258	113	4479307	73	0.6
GCA_011766325.1	Streptomyces pacificus	CWH03	6714233	264498	7	4855492	72.5	
GCA_001414545.1	Streptomyces pactum	ACT12	8466361	115344	22	6064381	72	
GCA_002005225.1	Streptomyces pactum	ACT12	8550793	8550793	1	6161348	72	
GCA_016031615.1	Streptomyces pactum	ATCC 27456	7808990	7284573	1	5835105	74.5	2.53
GCA_030077645.1	Streptomyces pakalii	ENCB-J15	7670006	442895	7	5493032	71.5	
GCA_004684805.1	Streptomyces palmae	JCM 31289	7497959	16138	137	5432786	72.5	1.85
GCA_003344965.1	Streptomyces paludis	GSSD-12	8454852	8454852	1	6018795	71	0.76
GCA_023516615.1	Streptomyces panaciradicis	NBRC 109811	9519748	71020	40	6825185	71.5	1.33
GCA_014202475.1	Streptomyces paradoxus	DSM 43350	8584772	433418	8	6127479	71.5	
GCA_039532425.1	Streptomyces paradoxus	JCM 3052	8602229	603648	5	6138757	71.5	0.38
GCA_003865155.1	Streptomyces paromomycinus	NBRC 15454	9705398	9705398	1	6991073	72	2.34
GCA_040636635.1	Streptomyces paromomycinus	NPDC035804	9635201	295302	10	6945517	72	2.34
GCA_001660045.1	Streptomyces parvulus	2297	7766531	7149446	1	5648903	72.5	0.76
GCA_003344905.1	Streptomyces parvulus	2297	8348559	229990	12	6034627	72.5	1.64
GCA_014648855.1	Streptomyces parvulus	JCM 4068	7693235	431264	8	5601097	73	0.76
GCA_020515735.1	Streptomyces parvulus	LP03	7737917	449913	8	5626487	72.5	0.76
GCA_020907265.1	Streptomyces parvulus	SX6	7689048	282425	11	5599916	73	0.76
GCA_021394475.1	Streptomyces parvulus	VCCM 22513	7688855	246939	10	5599757	73	0.76
GCA_024448175.1	Streptomyces parvulus	PBR36	7403788	34753	61	5388343	73	0.76
GCA_040302645.1	Streptomyces parvulus	NPDC097689	8027612	253076	10	5821823	72.5	0.76
GCA_040605735.1	Streptomyces parvulus	NPDC005540	7629932	129217	20	5548369	72.5	0.76
GCA_040608855.1	Streptomyces parvulus	NPDC004997	7546806	122952	20	5497925	73	0.76
GCA_040610615.1	Streptomyces parvulus	NPDC003902	7662204	124951	22	5578972	73	0.88
GCA_040610695.1	Streptomyces parvulus	NPDC003845	7764835	397593	8	5652031	73	0.76
GCA_040638235.1	Streptomyces parvulus	NPDC026661	7858360	432380	8	5701432	72.5	0.76
GCA_040645075.1	Streptomyces parvulus	NPDC046875	7853126	263259	9	5704632	72.5	0.76
GCA_040650275.1	Streptomyces parvulus	NPDC048712	7925700	138810	17	5758210	72.5	1.14
GCA_040650715.1	Streptomyces parvulus	NPDC048632	7727339	308692	9	5621060	72.5	0.88
GCA_040650775.1	Streptomyces parvulus	NPDC048617	7760897	284318	9	5649040	73	0.76
GCA_040679995.1	Streptomyces parvulus	NPDC052163	7897365	133666	17	5735857	72.5	1.64
GCA_040680105.1	Streptomyces parvulus	NPDC052119	7572022	214765	11	5513755	73	0.76
GCA_040704705.1	Streptomyces parvulus	NPDC048620	7495946	221152	11	5437137	72.5	0.38
GCA_008180165.1	Streptomyces parvus	C05	8755172	28163	103	6248746	71.5	0.95
GCA_008632535.1	Streptomyces parvus	NRRL B-1455	7985796	28351	89	5715267	71.5	0.88
GCA_010548665.1	Streptomyces parvus	SID7590	8057313	8187	275	5743898	71.5	0.85
GCA_014648875.1	Streptomyces parvus	JCM 4069	8032801	463028	6	5751988	71.5	0.88
GCA_024380135.1	Streptomyces parvus	PH33	8580816	47699	54	6139583	71.5	0.6
GCA_032121415.1	Streptomyces parvus	F-G-2	7358178	7143830	1	5274718	71.5	
GCA_040299225.1	Streptomyces parvus	NPDC000962	8371963	177034	16	5981081	71.5	0.88
GCA_040300385.1	Streptomyces parvus	NPDC000402	8017783	294958	10	5742124	71.5	0.88
GCA_040556325.1	Streptomyces parvus	A612	8179066	8179066	1	5857040	71.5	0.57
GCA_040609415.1	Streptomyces parvus	NPDC004663	8121329	273380	11	5813973	71.5	
GCA_040637985.1	Streptomyces parvus	NPDC027710	8038196	102130	23	5755138	71.5	0.88
GCA_040640575.1	Streptomyces parvus	NPDC022163	8139441	255835	8	5824747	71.5	0.32
GCA_040640915.1	Streptomyces parvus	NPDC021496	8136275	315247	8	5823128	71.5	0.38
GCA_040644895.1	Streptomyces parvus	NPDC007064	8196224	46499	55	5856065	71.5	
GCA_040644995.1	Streptomyces parvus	NPDC046884	8486381	245502	9	6074862	71.5	0.19
GCA_040645595.1	Streptomyces parvus	NPDC046730	8083315	251089	11	5796348	71.5	0.09
GCA_040653215.1	Streptomyces parvus	NPDC048004	8190526	200320	15	5873403	71.5	
GCA_040679075.1	Streptomyces parvus	NPDC052511	8089641	105027	28	5800406	71.5	0.43
GCA_040686335.1	Streptomyces parvus	NPDC085581	7969758	191487	15	5714152	71.5	0.76
GCA_040689365.1	Streptomyces parvus	NPDC051835	7962373	192428	14	5712000	71.5	0.57
